customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
NEW05139,Male,0.0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,83.49503367476647,918.4453704224312,No
NEW05140,Male,0.0,No,No,27,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.219353045082666,846.1418852623146,No
NEW05141,Male,0.0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,100.40950889189249,6827.846604648689,No
NEW05142,Female,0.0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.905930104800817,1273.9795267072523,No
NEW05143,Female,0.0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.392283502002734,19.392283502002734,No
NEW05144,Female,0.0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.716450109066916,98.58225054533457,No
NEW05145,Female,0.0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.385772370421588,1365.603252743609,No
NEW05146,Male,1.0,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.79171820445573,3990.0438827915964,No
NEW05147,Female,0.0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.20067955835648,1984.0135911671296,Yes
NEW05148,Female,0.0,No,No,29,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.96125890922282,2968.8377672766846,No
NEW05149,Male,0.0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,54.95026204681826,879.2041927490922,No
NEW05150,Female,0.0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.65571947785575,1167.1472311235477,No
NEW05151,Male,0.0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.982222776032277,1773.7378170982915,No
NEW05152,Male,0.0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.0852033331228,790.8520333312281,No
NEW05153,Female,0.0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,76.38398537440384,305.53594149761534,No
NEW05154,Male,0.0,No,Yes,24,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,53.30878865089788,1332.719716272447,No
NEW05155,Male,0.0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.61270827909809,176.5143745118828,No
NEW05156,Male,0.0,Yes,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.87632801905066,643.6502323619626,No
NEW05157,Female,0.0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.890761211535235,323.34456726921144,No
NEW05158,Male,1.0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.52499641879912,214.57498925639737,Yes
NEW05159,Male,0.0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,102.18272593217479,6437.511733727012,No
NEW05160,Female,0.0,Yes,No,59,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),72.51650577193867,4350.99034631632,No
NEW05161,Male,0.0,No,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.01469471137625,656.11755769101,Yes
NEW05162,Male,0.0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),61.98364957668667,867.7710940736134,No
NEW05163,Female,0.0,No,No,1,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.607100167495496,39.21420033499099,No
NEW05164,Female,0.0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.62821290962296,606.1667678250985,No
NEW05165,Male,0.0,No,No,56,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,20.877278935494104,1190.004899323164,No
NEW05166,Male,0.0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.45144866937098,232.25724334685492,No
NEW05167,Female,0.0,No,No,6,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.22016666139838,575.5411666297887,Yes
NEW05168,Female,0.0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.749605460915408,414.74171467922355,No
NEW05169,Female,0.0,No,Yes,28,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,47.3421727302509,1372.923009177276,No
NEW05170,Male,1.0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.56971139036763,3142.2187442243376,Yes
NEW05171,Female,0.0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.6664148241796,6141.652815329878,No
NEW05172,Male,0.0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.0966538208377,264.3866152833508,Yes
NEW05173,Female,0.0,No,No,68,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),62.3844675324411,4304.528259738436,No
NEW05174,Male,0.0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.84433873021099,6923.636727305402,No
NEW05175,Male,0.0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.00621382744151,312.0745659292981,No
NEW05176,Female,1.0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,80.82202606364643,2828.770912227625,Yes
NEW05177,Female,0.0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),87.73886279209175,6053.981532654331,No
NEW05178,Female,0.0,No,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),73.3985384627307,3669.926923136535,No
NEW05179,Female,1.0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.22850124637719,37.22850124637719,Yes
NEW05180,Female,1.0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.850127691298,4569.405618417112,No
NEW05181,Male,1.0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.28768639570735,3008.6305918712205,No
NEW05182,Male,0.0,No,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,51.612221968865114,51.612221968865114,No
NEW05183,Male,1.0,Yes,Yes,30,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,102.38444379586262,3173.917757671741,No
NEW05184,Female,0.0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.74188463348943,2153.805231203746,No
NEW05185,Male,0.0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,20.405253967066503,1244.7204919910566,No
NEW05186,Female,0.0,Yes,No,74,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.907528022407384,1943.0646016805538,No
NEW05187,Male,0.0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.55769255118884,1964.7115435749656,Yes
NEW05188,Male,0.0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),74.54850936051444,5442.041183317554,No
NEW05189,Female,1.0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.65703535057114,6907.364333137695,No
NEW05190,Female,0.0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,114.2236581265635,8338.327043239136,No
NEW05191,Female,1.0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.00006352120158,3744.003049017676,Yes
NEW05192,Female,0.0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),114.89129964688819,6204.130180931962,No
NEW05193,Female,0.0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.82386320562605,7691.318150805076,No
NEW05194,Male,0.0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.961076932247234,179.6496923902251,No
NEW05195,Male,0.0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,105.54807595985199,6227.336481631267,No
NEW05196,Male,0.0,No,Yes,3,No,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.4959636563634,289.9838546254536,No
NEW05197,Male,1.0,No,No,40,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.379880388516042,1040.5750959291577,No
NEW05198,Female,0.0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.25551792527988,3597.965199085915,No
NEW05199,Female,0.0,No,No,39,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),62.62848740793284,2505.1394963173134,No
NEW05200,Female,1.0,Yes,No,26,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.86100496390826,1103.2471340255229,Yes
NEW05201,Female,0.0,Yes,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.687203849178644,938.9952615868583,No
NEW05202,Male,0.0,Yes,No,73,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),108.26073673503421,8011.294518392532,No
NEW05203,Male,0.0,Yes,No,51,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.311020439890186,3136.17306287429,Yes
NEW05204,Female,0.0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.90978662219165,800.1880795997248,Yes
NEW05205,Male,0.0,Yes,Yes,74,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.89811561228241,2917.358670921181,No
NEW05206,Female,1.0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.92829358788214,1596.7809909939963,No
NEW05207,Female,0.0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.76186869973705,212.28560609921115,Yes
NEW05208,Female,0.0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.421600514490365,174.79440463041328,Yes
NEW05209,Female,0.0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,36.37514456238259,1782.3820835567467,Yes
NEW05210,Female,0.0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.860057657679793,310.1807495498373,No
NEW05211,Male,0.0,No,No,0,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,21.578158226205133,21.578158226205133,No
NEW05212,Female,0.0,No,No,30,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.0735879343454,1769.2812259647073,No
NEW05213,Female,1.0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,102.9689967885001,7001.891781618007,No
NEW05214,Male,0.0,No,No,6,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.52960291756058,472.7072204229241,No
NEW05215,Male,0.0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.929184288187805,1570.5386101558317,No
NEW05216,Female,1.0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.2017139744779,4953.682270774939,No
NEW05217,Male,0.0,Yes,Yes,74,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.60288420816916,8220.216315612686,No
NEW05218,Male,0.0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.93023588464157,251.16283061569882,No
NEW05219,Male,0.0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,96.97618148160886,678.8332703712621,No
NEW05220,Male,0.0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.992437500717884,459.9243750071788,No
NEW05221,Female,1.0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.74205876747808,4608.650585769035,Yes
NEW05222,Male,0.0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),91.60759671997558,5221.633013038608,No
NEW05223,Male,1.0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55907567399275,1796.6224378058623,Yes
NEW05224,Male,0.0,Yes,Yes,4,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.079528240869283,100.39764120434641,No
NEW05225,Female,0.0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.41804204599676,779.344336367974,Yes
NEW05226,Female,0.0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),106.11919582834179,4244.767833133672,No
NEW05227,Male,0.0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.82818148223417,993.93817778681,No
NEW05228,Male,0.0,No,No,41,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,93.38168500863357,3922.03077036261,No
NEW05229,Female,0.0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),53.21040159325021,1489.891244611006,No
NEW05230,Female,0.0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.57811564043048,1714.4997004937754,No
NEW05231,Male,0.0,Yes,Yes,70,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.19346846604603,7255.736261089268,No
NEW05232,Female,1.0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.07074865626275,7154.598662657078,No
NEW05233,Male,0.0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,67.37932594424564,3773.2422528777556,No
NEW05234,Male,0.0,No,No,20,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.8247580940161,1907.3199199743383,Yes
NEW05235,Male,0.0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),91.74974482335271,1834.9948964670543,No
NEW05236,Female,0.0,No,No,46,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.17056534927323,4238.016571415842,No
NEW05237,Female,0.0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.282055849575524,1388.3080211694378,No
NEW05238,Female,0.0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,79.38752944552725,158.7750588910545,Yes
NEW05239,Female,0.0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.14844631813077,2664.1564969076617,Yes
NEW05240,Female,0.0,No,No,10,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.635320052586042,215.98852057844647,No
NEW05241,Male,0.0,No,Yes,71,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),66.32698789053065,4775.543128118206,No
NEW05242,Male,0.0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.59660894188083,1463.9491341282126,No
NEW05243,Female,1.0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.19042696736523,403.14256180419136,Yes
NEW05244,Male,1.0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,109.01560621488349,7849.123647471612,No
NEW05245,Male,1.0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,74.87435636186473,2545.728116303401,No
NEW05246,Male,0.0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.54080120883017,7765.315283409282,No
NEW05247,Female,0.0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.23201642562614,2316.960492768784,No
NEW05248,Male,0.0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.584869529453,5323.582954590462,Yes
NEW05249,Male,1.0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.53955605445057,3727.4240179602207,Yes
NEW05250,Male,0.0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.4958662282286,7348.214769747774,Yes
NEW05251,Female,1.0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.85187538427925,2351.408136912657,No
NEW05252,Female,0.0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.53720269668467,3146.264891687279,No
NEW05253,Male,1.0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.31674923078558,6012.421207693206,No
NEW05254,Female,0.0,No,No,60,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),68.74455720229197,4193.41798933981,No
NEW05255,Male,1.0,No,No,53,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.63035068319676,2410.038936892625,No
NEW05256,Female,1.0,Yes,No,67,No,No phone service,No,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),30.572353800307102,2078.920058420883,No
NEW05257,Female,0.0,No,No,68,Yes,Yes,No,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.98454442398948,5863.933565255274,No
NEW05258,Male,0.0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.7445637598179,2270.29342287308,No
NEW05259,Female,1.0,Yes,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),20.158693382749995,221.74562721024995,No
NEW05260,Female,0.0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.13973402041294,6150.641647408494,No
NEW05261,Male,0.0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.53892536105905,625.3892536105905,No
NEW05262,Male,0.0,No,Yes,41,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,54.23638135417959,2277.9280168755427,Yes
NEW05263,Male,0.0,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.9383878874519,767.2606546494228,No
NEW05264,Female,0.0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.3311335214383,830.9802016929448,Yes
NEW05265,Female,0.0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.145849407438252,1437.9177597058012,No
NEW05266,Female,1.0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.71691907352881,7596.750496999959,No
NEW05267,Male,0.0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,55.00541148283035,770.0757607596248,Yes
NEW05268,Male,0.0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,58.9915898510937,2772.6047230014037,No
NEW05269,Female,0.0,No,No,4,No,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,89.31515046703419,446.57575233517093,Yes
NEW05270,Female,0.0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,110.80690984815726,6537.607681041279,No
NEW05271,Male,0.0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.799320489299426,1785.5510752295586,No
NEW05272,Female,0.0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.05309838975059,2687.80534525152,No
NEW05273,Female,0.0,Yes,Yes,74,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),65.61667639752214,4921.250729814161,No
NEW05274,Female,0.0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,96.0087502216894,384.0350008867576,Yes
NEW05275,Female,0.0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),48.618343528296826,972.3668705659366,No
NEW05276,Female,1.0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,47.90103011169185,383.2082408935348,Yes
NEW05277,Female,0.0,Yes,No,73,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.25948875733323,6161.202168042659,No
NEW05278,Male,0.0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.76225266512974,622.0980213210379,Yes
NEW05279,Male,0.0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.9806164081678,83.9224656326712,No
NEW05280,Female,0.0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.46824525672393,82.46824525672393,Yes
NEW05281,Female,0.0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.36713675228702,7255.4967521463695,No
NEW05282,Female,0.0,Yes,Yes,69,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.22537771040714,4005.7764397284996,No
NEW05283,Female,0.0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.69420991796058,6257.9004843392795,No
NEW05284,Male,0.0,No,No,48,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),32.32011862875227,1583.685812808861,No
NEW05285,Male,0.0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),78.3423597245184,2585.297870909107,No
NEW05286,Female,0.0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.17152447996509,5409.262321918115,No
NEW05287,Female,1.0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.47961187189273,5173.980593594636,No
NEW05288,Female,0.0,No,No,59,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),39.89906133189295,2393.943679913577,No
NEW05289,Female,0.0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.446158542405865,1069.5387198323226,No
NEW05290,Female,1.0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,108.96934223540025,6538.160534124015,No
NEW05291,Female,1.0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8382641687578,2668.6331325564606,Yes
NEW05292,Female,0.0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.27211258929617,237.8163377678885,Yes
NEW05293,Male,0.0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.71668548235944,2568.067193506064,Yes
NEW05294,Female,0.0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.3927314031987,588.5345826287883,No
NEW05295,Male,0.0,No,Yes,41,No,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,39.97058506797114,1678.764572854788,No
NEW05296,Male,1.0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),68.3764241967689,1025.6463629515333,No
